,word,state
15657,watching,B-VP
15658,the,B-NP
15659,brick,I-NP
15660,sidewalk,I-NP
15661,under,B-PP
15662,our,B-NP
15663,feet,I-NP
15664,oozing,B-VP
15665,up,B-ADVP
15666,and,I-ADVP
15667,Nil,Nil
15668,down,I-ADVP
15669,",",O
15670,and,O
15671,the,B-NP
15672,flowers,I-NP
15673,waving,B-VP
15674,in,B-PP
15675,an,B-NP
15676,eerie,I-NP
15677,rhythm,I-NP
15678,.,O
15679,Nil,Nil
15680,Nil,Nil
15681,Some,B-NP
15682,of,B-PP
15683,the,B-NP
15684,coal,I-NP
15685,the,B-NP
15686,plants,I-NP
15687,buy,B-VP
15688,will,B-VP
15689,come,I-VP
15690,from,B-PP
15691,Westmoreland,B-NP
15692,mines,I-NP
15693,.,O
15694,Nil,Nil
15695,Mr.,B-NP
15696,Mark,I-NP
15697,conceded,B-VP
15698,Nil,Nil
15699,that,O
15700,Colgate,B-NP
15701,'s,B-NP
15702,domestic,I-NP
15703,business,I-NP
15704,",",O
15705,apart,B-ADVP
15706,from,B-PP
15707,its,O
15708,highly,O
15709,profitable,O
15710,Hill,B-NP
15711,'s,B-NP
15712,Pet,I-NP
15713,Nil,Nil
15714,Products,I-NP
15715,unit,I-NP
15716,",",O
15717,has,B-VP
15718,lagged,I-VP
15719,.,O
15720,Nil,Nil
15721,The,B-NP
15722,illegal,I-NP
15723,``,I-NP
15724,tip,I-NP
15725,'',O
15726,of,B-PP
15727,the,B-NP
15728,bunny,I-NP
15729,'s,B-NP
15730,good,I-NP
15731,nose,I-NP
15732,was,B-VP
15733,then,B-ADVP
15734,largely,B-ADVP
15735,a,B-NP
15736,confirmation,I-NP
15737,of,B-PP
15738,rumors,B-NP
15739,already,B-VP
15740,known,I-VP
15741,to,B-PP
15742,many,B-NP
15743,in,B-PP
15744,the,B-NP
15745,market,I-NP
15746,.,O
15747,Nil,Nil
15748,The,B-NP
15749,results,I-NP
15750,Nil,Nil
15751,roughly,B-VP
15752,matched,I-VP
15753,estimates,B-NP
15754,of,B-PP
15755,securities,B-NP
15756,analysts,I-NP
15757,",",O
15758,who,B-NP
15759,were,B-VP
15760,encouraged,I-VP
15761,by,B-PP
15762,AT&T,B-NP
15763,increasing,B-VP
15764,its,B-NP
15765,operating,I-NP
15766,margin,I-NP
15767,to,B-PP
15768,13,B-NP
15769,%,I-NP
15770,from,B-PP
15771,11,B-NP
15772,%,I-NP
15773,a,B-NP
15774,year,I-NP
15775,ago,B-ADVP
15776,",",O
15777,because,B-PP
15778,of,I-PP
15779,continued,B-NP
15780,cost-cutting,I-NP
15781,efforts,I-NP
15782,.,O
15783,Nil,Nil
15784,Likewise,B-ADVP
15785,",",O
15786,mutual,B-NP
15787,Nil,Nil
15788,funds,I-NP
15789,remained,B-VP
15790,relatively,B-ADJP
15791,flat,I-ADJP
15792,until,B-SBAR
15793,I,B-NP
15794,made,B-VP
15795,what,B-NP
15796,was,B-VP
15797,",",O
15798,for,B-PP
15799,me,B-NP
15800,",",O
15801,a,B-NP
15802,serious,I-NP
15803,investment,I-NP
15804,.,O
15805,Nil,Nil
15806,The,B-NP
15807,June,I-NP
15808,increase,I-NP
15809,compared,B-VP
15810,with,B-PP
15811,a,B-NP
15812,rise,I-NP
15813,of,B-PP
15814,10.5,B-NP
15815,%,I-NP
15816,in,B-PP
15817,May,B-NP
15818,from,B-PP
15819,a,B-NP
15820,year,I-NP
15821,earlier,B-ADVP
15822,.,O
15823,Nil,Nil
15824,Nil,Nil
15825,``,O
15826,I,B-NP
15827,thought,B-VP
15828,the,B-NP
15829,probabilities,I-NP
15830,of,B-PP
15831,-LCB-,O
15832,a,B-NP
15833,bidding,I-NP
15834,war,I-NP
15835,-RCB-,O
15836,Nil,Nil
15837,happening,B-VP
15838,were,B-VP
15839,less,B-ADJP
15840,",",O
15841,'',O
15842,he,B-NP
15843,says,B-VP
15844,.,O
15845,Nil,Nil
15846,Above,B-ADVP
15847,all,I-ADVP
15848,",",O
15849,though,B-ADVP
15850,",",O
15851,conservative,B-NP
15852,Republicans,I-NP
15853,Nil,Nil
15854,who,B-NP
15855,have,B-VP
15856,championed,I-VP
15857,both,O
15858,the,B-NP
15859,Contras,I-NP
15860,Nil,Nil
15861,and,O
15862,SDI,B-NP
15863,are,B-VP
15864,reluctant,B-ADJP
15865,to,B-VP
15866,attack,I-VP
15867,a,B-NP
15868,Republican,I-NP
15869,president,I-NP
15870,for,B-PP
15871,failing,B-VP
15872,to,I-VP
15873,do,I-VP
15874,more,B-NP
15875,--,O
15876,though,B-SBAR
15877,that,B-NP
15878,reluctance,I-NP
15879,may,B-VP
15880,be,I-VP
15881,receding,I-VP
15882,.,O
15883,Nil,Nil
15884,The,B-NP
15885,Kraft,I-NP
15886,General,I-NP
15887,Foods,I-NP
15888,brand,I-NP
15889,stopped,B-VP
15890,advertising,I-VP
15891,for,B-PP
15892,about,B-NP
15893,a,I-NP
15894,year,I-NP
15895,in,B-PP
15896,1987,B-NP
15897,and,O
15898,gave,B-VP
15899,up,B-PRT
15900,several,B-NP
15901,market,I-NP
15902,share,I-NP
15903,points,I-NP
15904,and,O
15905,Nil,Nil
15906,its,B-NP
15907,leadership,I-NP
15908,position,I-NP
15909,in,B-PP
15910,the,B-NP
15911,coffee,I-NP
15912,business,I-NP
15913,.,O
15914,Nil,Nil
15915,Now,B-ADVP
15916,it,B-NP
15917,is,B-VP
15918,their,B-NP
15919,fellow,I-NP
15920,Turks,I-NP
15921,arriving,B-VP
15922,as,B-PP
15923,refugees,B-NP
15924,from,B-PP
15925,Bulgaria,B-NP
15926,.,O
15927,Nil,Nil
15928,Shareholder,B-NP
15929,approval,I-NP
15930,sets,B-VP
15931,the,B-NP
15932,Nil,Nil
15933,stage,I-NP
15934,for,B-PP
15935,a,B-NP
15936,lengthy,I-NP
15937,process,I-NP
15938,of,B-PP
15939,restructuring,B-NP
15940,that,B-NP
15941,might,B-VP
15942,Nil,Nil
15943,not,I-VP
15944,be,I-VP
15945,completed,I-VP
15946,until,B-PP
15947,next,B-NP
15948,year,I-NP
15949,'s,B-NP
15950,second,I-NP
15951,half,I-NP
15952,.,O
15953,Nil,Nil
15954,In,B-PP
15955,recent,B-NP
15956,weeks,I-NP
15957,Mr.,B-NP
15958,Merksamer,I-NP
15959,has,B-VP
15960,Nil,Nil
15961,approached,I-VP
15962,a,B-NP
15963,number,I-NP
15964,of,B-PP
15965,his,B-NP
15966,suppliers,I-NP
15967,and,O
15968,asked,B-VP
15969,them,B-NP
15970,Nil,Nil
15971,to,B-VP
15972,provide,I-VP
15973,letters,B-NP
15974,of,B-PP
15975,intent,B-NP
15976,saying,B-VP
15977,they,B-NP
15978,will,B-VP
15979,continue,I-VP
15980,shipping,I-VP
15981,merchandise,B-NP
15982,to,B-PP
15983,the,B-NP
15984,chain,I-NP
15985,following,B-PP
15986,the,B-NP
15987,buy-out,I-NP
15988,",",O
15989,say,B-VP
15990,those,B-NP
15991,familiar,B-ADJP
15992,with,B-PP
15993,the,B-NP
15994,situation,I-NP
15995,.,O
15996,Nil,Nil
15997,\*\*,O
15998,As,B-PP
15999,of,B-PP
16000,August,B-NP
16001,30,I-NP
16002,Nil,Nil
16003,Nil,Nil
16004,Many,B-NP
16005,openings,I-NP
16006,for,B-PP
16007,mass,B-NP
16008,cheating,I-NP
16009,",",O
16010,such,B-PP
16011,as,I-PP
16012,questionable,B-NP
16013,tax,I-NP
16014,shelters,I-NP
16015,and,I-NP
16016,home,I-NP
16017,offices,I-NP
16018,",",O
16019,have,B-VP
16020,gaped,I-VP
16021,so,B-ADVP
16022,broadly,I-ADVP
16023,that,B-SBAR
16024,Congress,B-NP
16025,has,B-VP
16026,passed,I-VP
16027,stringent,B-NP
16028,laws,I-NP
16029,to,B-VP
16030,close,I-VP
16031,them,B-NP
16032,Nil,Nil
16033,.,O
16034,Nil,Nil
16035,However,B-ADVP
16036,",",O
16037,individuals,B-NP
16038,close,B-ADJP
16039,to,B-PP
16040,the,B-NP
16041,company,I-NP
16042,insist,B-VP
16043,shuttering,B-VP
16044,the,B-NP
16045,insurance,I-NP
16046,division,I-NP
16047,",",O
16048,a,B-NP
16049,sideline,I-NP
16050,from,B-PP
16051,the,B-NP
16052,company,I-NP
16053,'s,B-NP
16054,core,I-NP
16055,property,I-NP
16056,management,I-NP
16057,business,I-NP
16058,",",O
16059,Nil,Nil
16060,is,B-VP
16061,n't,O
16062,the,B-NP
16063,beginning,I-NP
16064,of,B-PP
16065,a,B-NP
16066,sale,I-NP
16067,of,B-PP
16068,assets,B-NP
16069,.,O
16070,Nil,Nil
16071,``,O
16072,Coal,B-NP
16073,prices,I-NP
16074,",",O
16075,while,B-SBAR
16076,Nil,Nil
16077,not,O
16078,skyrocketing,B-VP
16079,",",O
16080,will,B-VP
16081,grow,I-VP
16082,modestly,B-ADVP
16083,in,B-PP
16084,real,B-NP
16085,terms,I-NP
16086,",",O
16087,we,B-NP
16088,think,B-VP
16089,.,O
16090,Nil,Nil
16091,The,B-NP
16092,plan,I-NP
16093,would,B-VP
16094,increase,I-VP
16095,the,B-NP
16096,warranty,I-NP
16097,on,B-PP
16098,auto-emission,B-NP
16099,systems,I-NP
16100,to,B-PP
16101,eight,B-NP
16102,years,I-NP
16103,or,O
16104,"80,000",B-NP
16105,miles,I-NP
16106,from,B-PP
16107,Nil,Nil
16108,five,B-NP
16109,years,I-NP
16110,or,O
16111,"50,000",B-NP
16112,for,B-PP
16113,major,B-NP
16114,parts,I-NP
16115,.,O
16116,Nil,Nil
16117,There,B-NP
16118,are,B-VP
16119,",",O
16120,unfortunately,B-ADVP
16121,",",O
16122,plenty,B-NP
16123,of,B-PP
16124,answers,B-NP
16125,to,B-PP
16126,Nil,Nil
16127,that,B-NP
16128,question,I-NP
16129,--,O
16130,and,O
16131,scam,B-NP
16132,artists,I-NP
16133,know,B-VP
16134,all,B-NP
16135,of,B-PP
16136,them,B-NP
16137,.,O
16138,Nil,Nil
16139,In,B-PP
16140,their,B-NP
16141,anxiety,I-NP
16142,",",O
16143,however,B-ADVP
16144,",",O
16145,parents,B-NP
16146,and,O
16147,other,B-NP
16148,student,I-NP
16149,benefactors,I-NP
16150,are,B-VP
16151,flocking,I-VP
16152,to,B-PP
16153,new,B-NP
16154,schemes,I-NP
16155,.,O
16156,Nil,Nil
16157,On,B-PP
16158,Monday,B-NP
16159,",",O
16160,the,B-NP
16161,company,I-NP
16162,",",O
16163,a,B-NP
16164,provider,I-NP
16165,of,B-PP
16166,environmental,B-NP
16167,consulting,I-NP
16168,services,I-NP
16169,",",O
16170,reported,B-VP
16171,a,B-NP
16172,wider,I-NP
16173,fiscal,I-NP
16174,fourth-quarter,I-NP
16175,loss,I-NP
16176,and,O
16177,predicted,B-VP
16178,a,B-NP
16179,Nil,Nil
16180,loss,I-NP
16181,for,B-PP
16182,its,B-NP
16183,fiscal,I-NP
16184,1990,I-NP
16185,first,I-NP
16186,quarter,I-NP
16187,",",O
16188,Nil,Nil
16189,but,O
16190,said,B-VP
16191,a,B-NP
16192,profit,I-NP
16193,is,B-VP
16194,expected,I-VP
16195,for,B-PP
16196,all,B-NP
16197,of,B-PP
16198,fiscal,B-NP
16199,1990,I-NP
16200,.,O
16201,Nil,Nil
16202,But,O
16203,Capital,B-NP
16204,Supervisors,I-NP
16205,sold,B-VP
16206,the,B-NP
16207,last,I-NP
16208,of,B-PP
16209,its,B-NP
16210,H&R,I-NP
16211,Block,I-NP
16212,holdings,I-NP
16213,earlier,B-NP
16214,this,I-NP
16215,year,I-NP
16216,.,O
16217,Nil,Nil
16218,DILLARD,B-NP
16219,DEPARTMENT,I-NP
16220,STORES,I-NP
16221,Inc.,I-NP
16222,said,B-VP
16223,it,B-NP
16224,offered,B-VP
16225,Nil,Nil
16226,$,B-NP
16227,50,I-NP
16228,million,I-NP
16229,of,B-PP
16230,9,B-NP
16231,1\/2,I-NP
16232,%,I-NP
16233,debentures,I-NP
16234,due,B-ADJP
16235,2001,B-NP
16236,at,B-PP
16237,par,B-NP
16238,.,O
16239,Nil,Nil
16240,An,B-NP
16241,AT&T,I-NP
16242,spokeswoman,I-NP
16243,Nil,Nil
16244,said,B-VP
16245,the,B-NP
16246,company,I-NP
16247,would,B-VP
16248,likely,I-VP
16249,replace,I-VP
16250,about,B-NP
16251,one-third,I-NP
16252,of,B-PP
16253,its,B-NP
16254,managers,I-NP
16255,Nil,Nil
16256,who,B-NP
16257,choose,B-VP
16258,to,I-VP
16259,retire,I-VP
16260,with,B-PP
16261,new,B-NP
16262,employees,I-NP
16263,.,O
16264,Nil,Nil
16265,Product,B-NP
16266,delays,I-NP
16267,",",O
16268,however,B-ADVP
16269,",",O
16270,have,B-VP
16271,left,I-VP
16272,Dell,B-NP
16273,buffeted,B-VP
16274,by,B-PP
16275,harsher,B-NP
16276,competition,I-NP
16277,in,B-PP
16278,its,B-NP
16279,bread-and-butter,I-NP
16280,line,I-NP
16281,of,B-PP
16282,desktop,B-NP
16283,computers,I-NP
16284,",",O
16285,as,B-SBAR
16286,powerhouse,B-NP
16287,Nil,Nil
16288,competitors,I-NP
16289,Compaq,B-NP
16290,Computer,I-NP
16291,Corp.,I-NP
16292,and,O
16293,International,B-NP
16294,Business,I-NP
16295,Machines,I-NP
16296,Corp.,I-NP
16297,price,B-VP
16298,their,B-NP
16299,PCs,I-NP
16300,more,B-ADVP
16301,aggressively,I-ADVP
16302,.,O
16303,Nil,Nil
16304,In,B-PP
16305,the,B-NP
16306,four-part,I-NP
16307,offering,I-NP
16308,",",O
16309,the,B-NP
16310,$,I-NP
16311,71,I-NP
16312,million,I-NP
16313,of,B-PP
16314,secured,B-NP
16315,equipment,I-NP
16316,certificates,I-NP
16317,was,B-VP
16318,priced,I-VP
16319,to,B-VP
16320,yield,I-VP
16321,13.75,B-NP
16322,%,I-NP
16323,to,O
16324,15.75,B-NP
16325,%,I-NP
16326,.,O
16327,Nil,Nil
16328,Nil,Nil
16329,We,B-NP
16330,just,B-ADVP
16331,want,B-VP
16332,to,I-VP
16333,have,I-VP
16334,Nil,Nil
16335,our,B-NP
16336,own,I-NP
16337,cup,I-NP
16338,of,B-PP
16339,tea,B-NP
16340,.,O
16341,'',O
16342,Nil,Nil
16343,The,B-NP
16344,Swedish,I-NP
16345,Academy,I-NP
16346,in,B-PP
16347,Stockholm,B-NP
16348,cited,B-VP
16349,the,B-NP
16350,73-year-old,I-NP
16351,Cela,I-NP
16352,for,B-PP
16353,``,O
16354,Nil,Nil
16355,rich,B-NP
16356,and,I-NP
16357,intensive,I-NP
16358,prose,I-NP
16359,.,O
16360,'',O
16361,Nil,Nil
16362,The,B-NP
16363,headquarters,I-NP
16364,is,B-VP
16365,located,I-VP
16366,a,B-NP
16367,few,I-NP
16368,blocks,I-NP
16369,away,B-ADVP
16370,at,B-PP
16371,1,B-NP
16372,Chase,I-NP
16373,Nil,Nil
16374,Manhattan,I-NP
16375,Plaza,I-NP
16376,.,O
16377,Nil,Nil
16378,Amgen,B-NP
16379,Inc.,I-NP
16380,said,B-VP
16381,its,B-NP
16382,second-quarter,I-NP
16383,earnings,I-NP
16384,increased,B-VP
16385,more,B-ADVP
16386,than,I-ADVP
16387,tenfold,I-ADVP
16388,to,B-PP
16389,$,B-NP
16390,3.9,I-NP
16391,Nil,Nil
16392,million,I-NP
16393,",",O
16394,or,O
16395,22,B-NP
16396,cents,I-NP
16397,a,B-NP
16398,share,I-NP
16399,",",O
16400,due,B-PP
16401,to,B-PP
16402,increased,B-NP
16403,sales,I-NP
16404,of,B-PP
16405,the,B-NP
16406,company,I-NP
16407,'s,B-NP
16408,new,I-NP
16409,Nil,Nil
16410,antianemia,I-NP
16411,drug,I-NP
16412,for,B-PP
16413,kidney,B-NP
16414,patients,I-NP
16415,.,O
16416,Nil,Nil
16417,Mr.,B-NP
16418,Gaubert,I-NP
16419,'s,B-NP
16420,lawyer,I-NP
16421,",",O
16422,Abbe,B-NP
16423,David,I-NP
16424,Lowell,I-NP
16425,of,B-PP
16426,Washington,B-NP
16427,",",O
16428,D.C.,B-NP
16429,",",O
16430,says,B-VP
16431,the,B-NP
16432,impact,I-NP
16433,of,B-PP
16434,Nil,Nil
16435,the,B-NP
16436,ruling,I-NP
16437,on,B-PP
16438,other,B-NP
16439,cases,I-NP
16440,involving,B-VP
16441,thrift,B-NP
16442,takeovers,I-NP
16443,will,B-VP
16444,depend,I-VP
16445,on,B-PP
16446,the,B-NP
16447,degree,I-NP
16448,of,B-PP
16449,similarity,B-NP
16450,in,B-PP
16451,the,B-NP
16452,facts,I-NP
16453,.,O
16454,Nil,Nil
16455,The,B-NP
16456,transaction,I-NP
16457,has,B-VP
16458,had,I-VP
16459,a,B-NP
16460,series,I-NP
16461,of,B-PP
16462,setbacks,B-NP
16463,since,B-SBAR
16464,the,B-NP
16465,financing,I-NP
16466,problems,I-NP
16467,became,B-VP
16468,known,B-ADJP
16469,last,B-NP
16470,Friday,I-NP
16471,",",O
16472,with,B-PP
16473,no,B-NP
16474,signs,I-NP
16475,or,I-NP
16476,statements,I-NP
16477,from,B-PP
16478,the,B-NP
16479,buy-out,I-NP
16480,group,I-NP
16481,to,B-VP
16482,indicate,I-VP
16483,that,B-SBAR
16484,any,B-NP
16485,progress,I-NP
16486,has,B-VP
16487,Nil,Nil
16488,taken,I-VP
16489,place,B-NP
16490,.,O
16491,Nil,Nil
16492,Mr.,B-NP
16493,Cockburn,I-NP
16494,is,B-VP
16495,a,B-NP
16496,columnist,I-NP
16497,for,B-PP
16498,The,B-NP
16499,Nil,Nil
16500,Nation,I-NP
16501,and,O
16502,LA,B-NP
16503,Weekly,I-NP
16504,.,O
16505,Nil,Nil
16506,Diamond-Star,B-NP
16507,said,B-VP
16508,it,B-NP
16509,will,B-VP
16510,export,I-VP
16511,about,B-NP
16512,"1,500",I-NP
16513,Eclipse,I-NP
16514,cars,I-NP
16515,to,B-PP
16516,Japan,B-NP
16517,by,B-PP
16518,year,B-NP
16519,'s,B-NP
16520,end,I-NP
16521,Nil,Nil
16522,.,O
16523,Nil,Nil
16524,The,B-NP
16525,amount,I-NP
16526,was,B-VP
16527,n't,I-VP
16528,disclosed,I-VP
16529,.,O
16530,Nil,Nil
16531,General,B-NP
16532,Motors,I-NP
16533,Corp.,I-NP
16534,",",O
16535,a,B-NP
16536,Deloitte,I-NP
16537,audit,I-NP
16538,client,I-NP
16539,",",O
16540,for,B-PP
16541,Nil,Nil
16542,example,B-NP
16543,",",O
16544,has,B-VP
16545,agreed,I-VP
16546,to,I-VP
16547,keep,I-VP
16548,its,B-NP
16549,annual,I-NP
16550,$,I-NP
16551,18,I-NP
16552,million,I-NP
16553,world-wide,I-NP
16554,audit,I-NP
16555,and,I-NP
16556,associated,I-NP
16557,tax,I-NP
16558,work,I-NP
16559,with,B-PP
16560,the,B-NP
16561,merged,I-NP
16562,Deloitte-Touche,I-NP
16563,firm,I-NP
16564,",",O
16565,to,B-VP
16566,be,I-VP
16567,known,I-VP
16568,as,B-PP
16569,Deloitte,B-NP
16570,&,I-NP
16571,Touche,I-NP
16572,in,B-PP
16573,the,B-NP
16574,U.S.,I-NP
16575,.,O
16576,Nil,Nil
16577,Nil,Nil
16578,He,B-NP
16579,wants,B-VP
16580,to,I-VP
16581,continue,I-VP
16582,being,I-VP
16583,a,B-NP
16584,low-paid,I-NP
16585,private,I-NP
16586,eye,I-NP
16587,",",O
16588,and,O
16589,she,B-NP
16590,wants,B-VP
16591,him,B-NP
16592,to,B-VP
16593,live,I-VP
16594,off,B-PP
16595,the,B-NP
16596,million,I-NP
16597,dollars,I-NP
16598,she,B-NP
16599,'s,B-VP
16600,settled,I-VP
16601,on,B-PP
16602,him,B-NP
16603,.,O
16604,Nil,Nil
16605,Bond,B-NP
16606,prices,I-NP
16607,were,B-VP
16608,Nil,Nil
16609,little,B-ADJP
16610,changed,I-ADJP
16611,in,B-PP
16612,sluggish,B-NP
16613,activity,I-NP
16614,.,O
16615,Nil,Nil
16616,It,B-NP
16617,comes,B-VP
16618,down,B-ADVP
16619,to,B-PP
16620,a,B-NP
16621,question,I-NP
16622,of,B-PP
16623,whether,B-SBAR
16624,to,B-VP
16625,Nil,Nil
16626,try,I-VP
16627,to,I-VP
16628,``,I-VP
16629,time,I-VP
16630,'',O
16631,the,B-NP
16632,market,I-NP
16633,.,O
16634,Nil,Nil
16635,So,O
16636,go,B-VP
16637,out,B-ADVP
16638,there,I-ADVP
16639,and,O
16640,eat,B-VP
16641,that,B-NP
16642,debt,I-NP
16643,.,O
16644,Nil,Nil
16645,This,B-NP
16646,legislative,I-NP
16647,activity,I-NP
16648,comes,B-VP
16649,as,B-SBAR
16650,Nil,Nil
16651,both,B-NP
16652,sides,I-NP
16653,are,B-VP
16654,undertaking,I-VP
16655,new,B-NP
16656,mobilization,I-NP
16657,efforts,I-NP
16658,",",O
16659,plunging,B-VP
16660,into,B-PP
16661,gubernatorial,B-NP
16662,races,I-NP
16663,in,B-PP
16664,Virginia,B-NP
16665,and,O
16666,New,B-NP
16667,Jersey,I-NP
16668,",",O
16669,and,O
16670,girding,B-VP
16671,for,B-PP
16672,next,B-NP
16673,autumn,I-NP
16674,'s,B-NP
16675,state,I-NP
16676,elections,I-NP
16677,.,O
16678,Nil,Nil
16679,Champion,B-NP
16680,Nil,Nil
16681,International,I-NP
16682,Corp.,I-NP
16683,'s,B-NP
16684,third-quarter,I-NP
16685,profit,I-NP
16686,dropped,B-VP
16687,17,B-NP
16688,%,I-NP
16689,",",O
16690,reflecting,B-VP
16691,price,B-NP
16692,declines,I-NP
16693,for,B-PP
16694,certain,B-NP
16695,paper,I-NP
16696,products,I-NP
16697,",",O
16698,operating,B-NP
16699,problems,I-NP
16700,at,B-PP
16701,certain,B-NP
16702,mills,I-NP
16703,",",O
16704,and,O
16705,other,B-NP
16706,Nil,Nil
16707,factors,I-NP
16708,.,O
16709,Nil,Nil
16710,Interest,B-NP
16711,rate-sensitive,I-NP
16712,shares,I-NP
16713,such,B-PP
16714,as,I-PP
16715,steel,B-NP
16716,",",I-NP
16717,construction,I-NP
16718,and,I-NP
16719,electric,I-NP
16720,utility,I-NP
16721,companies,I-NP
16722,",",O
16723,which,B-NP
16724,rose,B-VP
16725,early,B-ADVP
16726,in,B-PP
16727,the,B-NP
16728,week,I-NP
16729,",",O
16730,saw,B-VP
16731,their,B-NP
16732,advance,I-NP
16733,weaken,B-VP
16734,Nil,Nil
16735,yesterday,B-NP
16736,.,O
16737,Nil,Nil
16738,Shearson,B-NP
16739,is,B-VP
16740,offering,I-VP
16741,the,B-NP
16742,notes,I-NP
16743,as,B-PP
16744,6,B-NP
16745,3\/4,I-NP
16746,%,I-NP
16747,securities,I-NP
16748,priced,B-VP
16749,to,B-VP
16750,yield,I-VP
16751,6.15,B-NP
16752,%,I-NP
16753,.,O
16754,Nil,Nil
16755,Mr.,B-NP
16756,Ferguson,I-NP
16757,said,B-VP
16758,a,B-NP
16759,continued,I-NP
16760,softness,I-NP
16761,in,B-PP
16762,Nil,Nil
16763,New,B-NP
16764,York,I-NP
16765,City,I-NP
16766,area,I-NP
16767,'s,B-NP
16768,economy,I-NP
16769,and,O
16770,increased,B-NP
16771,competition,I-NP
16772,",",O
16773,particularly,B-ADVP
16774,in,B-PP
16775,the,B-NP
16776,private-line,I-NP
16777,market,I-NP
16778,Nil,Nil
16779,",",O
16780,took,B-VP
16781,a,B-NP
16782,heavy,I-NP
16783,toll,I-NP
16784,on,B-PP
16785,earnings,B-NP
16786,.,O
16787,Nil,Nil
16788,Last,B-NP
16789,summer,I-NP
16790,",",O
16791,Sears,B-NP
16792,appeared,B-VP
16793,to,I-VP
16794,have,I-VP
16795,a,B-NP
16796,deal,I-NP
16797,with,B-PP
16798,Nil,Nil
16799,Canadian,B-NP
16800,developer,I-NP
16801,Olympia,I-NP
16802,&,I-NP
16803,York,I-NP
16804,Developments,I-NP
16805,Ltd,I-NP
16806,.,O
16807,Nil,Nil
16808,He,B-NP
16809,added,B-VP
16810,that,B-SBAR
16811,details,B-NP
16812,of,B-PP
16813,the,B-NP
16814,recapitalization,I-NP
16815,still,B-ADVP
16816,have,B-VP
16817,to,I-VP
16818,be,I-VP
16819,worked,I-VP
16820,Nil,Nil
16821,out,B-PRT
16822,",",O
16823,but,O
16824,that,O
16825,Pathe,B-NP
16826,will,B-VP
16827,take,I-VP
16828,50,B-NP
16829,%,I-NP
16830,of,B-PP
16831,Odeon,B-NP
16832,",",O
16833,Rome,B-NP
16834,film,I-NP
16835,producer,I-NP
16836,Bruno,I-NP
16837,Lucisano,I-NP
16838,will,B-VP
16839,take,I-VP
16840,10,B-NP
16841,%,I-NP
16842,Nil,Nil
16843,and,O
16844,the,B-NP
16845,remaining,I-NP
16846,16.66,I-NP
16847,%,I-NP
16848,",",O
16849,currently,B-VP
16850,owned,I-VP
16851,by,B-PP
16852,Sasea,B-NP
16853,",",O
16854,will,B-VP
16855,eventually,I-VP
16856,be,I-VP
16857,sold,I-VP
16858,to,B-PP
16859,other,B-NP
16860,investors,I-NP
16861,.,O
16862,Nil,Nil
16863,Yesterday,B-NP
16864,'s,B-NP
16865,edition,I-NP
16866,misstated,B-VP
16867,the,B-NP
16868,percentage,I-NP
16869,increase,I-NP
16870,.,O
16871,Nil,Nil
16872,Truckers,B-NP
16873,are,B-VP
16874,``,O
16875,trying,B-VP
16876,to,I-VP
16877,send,I-VP
16878,Nil,Nil
16879,signals,B-NP
16880,that,B-SBAR
16881,they,B-NP
16882,need,B-VP
16883,to,I-VP
16884,stop,I-VP
16885,the,B-NP
16886,bloodletting,I-NP
16887,",",O
16888,forget,B-VP
16889,about,B-PP
16890,market,B-NP
16891,share,I-NP
16892,and,O
16893,go,B-VP
16894,for,B-PP
16895,higher,B-NP
16896,rates,I-NP
16897,",",O
16898,'',O
16899,said,B-VP
16900,Michael,B-NP
16901,Lloyd,I-NP
16902,",",O
16903,an,B-NP
16904,analyst,I-NP
16905,at,B-PP
16906,Salomon,B-NP
16907,Bros,I-NP
16908,.,O
16909,Nil,Nil
16910,Nil,Nil
16911,In,B-PP
16912,Frankfurt,B-NP
16913,",",O
16914,a,B-NP
16915,Lufthansa,I-NP
16916,spokesman,I-NP
16917,confirmed,B-VP
16918,talks,B-NP
16919,are,B-VP
16920,Nil,Nil
16921,under,B-PP
16922,way,B-NP
16923,",",O
16924,but,O
16925,declined,B-VP
16926,to,I-VP
16927,comment,I-VP
16928,.,O
16929,Nil,Nil
16930,As,B-PP
16931,thanks,B-NP
16932,",",O
16933,the,B-NP
16934,egg,I-NP
16935,industry,I-NP
16936,tried,B-VP
16937,to,I-VP
16938,break,I-VP
16939,him,B-NP
16940,.,O
16941,Nil,Nil
16942,The,B-NP
16943,company,I-NP
16944,said,B-VP
16945,its,B-NP
16946,Union,I-NP
16947,Pacific,I-NP
16948,Railroad,I-NP
16949,had,B-VP
16950,a,B-NP
16951,3,I-NP
16952,%,I-NP
16953,profit,I-NP
16954,increase,I-NP
16955,",",O
16956,despite,B-PP
16957,a,B-NP
16958,14,I-NP
16959,%,I-NP
16960,rise,I-NP
16961,in,B-PP
16962,fuel,B-NP
16963,costs,I-NP
16964,and,O
16965,a,B-NP
16966,4,I-NP
16967,%,I-NP
16968,drop,I-NP
16969,Nil,Nil
16970,in,B-PP
16971,car,B-NP
16972,loadings,I-NP
16973,.,O
16974,Nil,Nil
16975,In,B-PP
16976,its,B-NP
16977,ruling,I-NP
16978,",",O
16979,the,B-NP
16980,NRC,I-NP
16981,said,B-VP
16982,that,B-SBAR
16983,because,B-SBAR
16984,Seabrook,B-NP
16985,will,B-VP
16986,be,I-VP
16987,allowed,I-VP
16988,to,I-VP
16989,charge,I-VP
16990,rates,B-NP
